"id","author","pub.year","title","inc.abst.ahe","inc.abst.sem","inc.full.read","reason","found.by.ref","country","coding.sys","sepsis.def","org.fail.def","data.source","sample.frac.n.units","stud.pop.size","ex.crit.A","ex.crit.B","ex.crit.C","int.valid","study.year.1","study.year.2","study.year.3","study.year.4","study.year.5","study.year.6","study.year.7","study.year.8","study.year.9","study.year.10","study.year.11","avg.age.1","avg.age.2","avg.age.3","avg.age.4","avg.age.5","avg.age.6","avg.age.7","avg.age.8","avg.age.9","avg.age.10","avg.age.11","incid.1","incid.2","incid.3","incid.4","incid.5","incid.6","incid.7","incid.8","incid.9","incid.10","incid.11","severe.incid.1","severe.incid.2","severe.incid.3","severe.incid.4","severe.incid.5","severe.incid.6","severe.incid.7","severe.incid.8","severe.incid.9","severe.incid.10","severe.incid.11","note"
"45","Behrman, Stephen W.; Zarzaur, Ben L.",2008,"Intra-abdominal sepsis following pancreatic resection: incidence, risk factors, diagnosis, microbiology, management, and outcome.",0,0,NA,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","Bell, Y.; Barton, M.; Thame, M.; Nicholson, A.; Trotman, H.",2005,"Neonatal sepsis in Jamaican neonates.",0,0,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","Bendel, Stepani; Karlsson, Sari; Pettila, Ville; Loisa, Pekka; Varpula, Marjut; Ruokonen, Esko",2008,"Free cortisol in sepsis and septic shock.",0,0,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","Bennet, R.; Bergdahl, S.; Eriksson, M.; Zetterstrom, R.",1989,"The outcome of neonatal septicemia during fifteen years.",0,0,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","Bennet, R.; Eriksson, M.; Melen, B.; Zetterstrom, R.",1985,"Changes in the incidence and spectrum of neonatal septicemia during a fifteen-year period.",0,0,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","Bennet, R.; Eriksson, M.; Zetterstrom, R.",1981,"Increasing incidence of neonatal septicemia: causative organism and predisposing  risk factors.",0,0,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","Berger, Benjamin; Gumbinger, Christoph; Steiner, Thorsten; Sykora, Marek",2014,"Epidemiologic features, risk factors, and outcome of sepsis in stroke patients treated on a neurologic intensive care unit.",0,0,NA,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","Bernard, Gordon R.; Francois, Bruno; Mira, Jean-Paul; Vincent, Jean-Louis; Dellinger, R. Phillip; Russell, James A.; Larosa, Steven P.; Laterre, Pierre-Francois; Levy, Mitchell M.; Dankner, Wayne; Schmitt, Nicola; Lindemann, Justin; Wittebole, Xavier",2014,"Evaluating the efficacy and safety of two doses of the polyclonal anti-tumor necrosis factor-alpha fragment antibody AZD9773 in adult patients with severe sepsis and/or septic shock: randomized, double-blind, placebo-controlled phase IIb study*.",0,0,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","Bernard, G. R.; Wheeler, A. P.; Russell, J. A.; Schein, R.; Summer, W. R.; Steinberg, K. P.; Fulkerson, W. J.; Wright, P. E.; Christman, B. W.; Dupont, W. D.; Higgins, S. B.; Swindell, B. B.",1997,"The effects of ibuprofen on the physiology and survival of patients with sepsis.  The Ibuprofen in Sepsis Study Group.",0,0,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","Bersani, I.; Speer, C. P.",2012,"Nosocomial sepsis in neonatal intensive care: inevitable or preventable?",0,0,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","Bishay, Mark; Retrosi, Giuseppe; Horn, Venetia; Cloutman-Green, Elaine; Harris, Kathryn; De Coppi, Paolo; Klein, Nigel; Eaton, Simon; Pierro, Agostino",2011,"Chlorhexidine antisepsis significantly reduces the incidence of sepsis and septicemia during parenteral nutrition in surgical infants.",0,0,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","Blanco, Jesus; Muriel-Bombin, Arturo; Sagredo, Victor; Taboada, Francisco; Gandia, Francisco; Tamayo, Luis; Collado, Javier; Garcia-Labattut, Angel; Carriedo, Demetrio; Valledor, Manuel; De Frutos, Martin; Lopez, Maria-Jesus; Caballero, Ana; Guerra, Jose; Alvarez, Braulio; Mayo, Agustin; Villar, Jesus",2008,"Incidence, organ dysfunction and mortality in severe sepsis: a Spanish multicentre study.",1,1,1,NA,0,"Spain","Chart","Bone crit.","PROWESS","ICU",11,2619,"<18 years","heart disease","cardiac arrhythmia",NA,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","Blot, S.; Charles, P. E.",2013,"Fungal sepsis in the ICU: are we doing better? Trends in incidence, diagnosis, and outcome.",0,0,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","Boghossian, Nansi S.; Page, Grier P.; Bell, Edward F.; Stoll, Barbara J.; Murray, Jeffrey C.; Cotten, C. Michael; Shankaran, Seetha; Walsh, Michele C.; Laptook, Abbot R.; Newman, Nancy S.; Hale, Ellen C.; McDonald, Scott A.; Das, Abhik; Higgins, Rosemary D.",2013,"Late-onset sepsis in very low birth weight infants from singleton and multiple-gestation births.",0,0,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","Bone, R. C.; Balk, R. A.; Cerra, F. B.; Dellinger, R. P.; Fein, A. M.; Knaus, W. A.; Schein, R. M.; Sibbald, W. J.; Committee, ACCP/SCCM Consensus Conference",1992,"Definitions for sepsis and organ failure and guidelines for the use of innovative therapies in sepsis.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","Bone, R. C.",1991,"Sepsis, the sepsis syndrome, multi-organ failure: a plea for comparable definitions",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","Boyle, Soames; White, Richard H.; Brunson, Ann; Wun, Ted",2013,"Splenectomy and the incidence of venous thromboembolism and sepsis in patients with immune thrombocytopenia.",0,0,NA,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","Braun, LeeAnn; Riedel, Aylin Atlan; Cooper, Liesl Marie",2004,"Severe sepsis in managed care: analysis of incidence, one-year mortality, and associated costs of care.",1,0,0,19,0,"USA","ICD9",NA,NA,"MCO",NA,5400000,"If health plan coverage included a pharmacy benefit","Continously enrolled 6 month prior to their index hospitalization",NA,0,1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Incidence is stated pr. admission not pr. general population. Some confusion about the study period: different years stated as final year. Only one estimate of incidence (persons/year) is given, even though several years of data are analysed."
"63","Brown, W. J.",1976,"Sepsis-the Wayne State University Symposium--Part II. The increasing incidence of sepsis and antibiotic resistance.",0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","Brun-Buisson, C.; Doyon, F.; Carlet, J.; Dellamonica, P.; Gouin, F.; Lepoutre, A.; Mercier, J. C.; Offenstadt, G.; Regnier, B.",1995,"Incidence, risk factors, and outcome of severe sepsis and septic shock in adults. A multicenter prospective study in intensive care units. French ICU Group for Severe Sepsis.",0,0,NA,15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","Brun-Buisson, C.; Doyon, F.; Carlet, J.",1996,"Bacteremia and severe sepsis in adults: a multicenter prospective survey in ICUs  and wards of 24 hospitals. French Bacteremia-Sepsis Study Group.",0,0,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","Brun-Buisson, C.; Meshaka, P; Pinton, P",2004,"EPISEPSIS: a reappraisal of the epidemiology and outcome of severe sepsis in French intensive care units",1,1,1,NA,1,"France","Chart","Bone crit.","Bone crit.","ICU",206,3738,NA,NA,NA,1,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","Carrillo-Esper, Raul; Carrillo-Cordova, Jorge Raul; Carrillo-Cordova, Luis Daniel",2009,"[Epidemiological study of sepsis in Mexican intensive care units].",0,0,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","Cauvi, David M.; Song, Donghuan; Vazquez, Daniel E.; Hawisher, Dennis; Bermudez, Jose A.; Williams, Michael R.; Bickler, Stephen; Coimbra, Raul; De Maio, Antonio",2012,"Period of irreversible therapeutic intervention during sepsis correlates with phase of innate immune dysfunction.",0,0,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","CDC, Centers for Disease Control",1990,"From the Centers for Disease Control. Increase in National Hospital Discharge Survey rates for septicemia – United States, 1979-1987",1,1,1,NA,0,"USA","ICD9",NA,NA,"NHDS",0.01,NA,"<1 years",NA,NA,0,1979,1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.6,175.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","Centers for Medicare",2015,"CMS_ICD10_Latest_News",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","Chacko, Betty; Sohi, Inderpreet",2005,"Early onset neonatal sepsis.",0,0,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","Charoo, Bashir A.; Iqbal, Javeed I.; Iqbal, Qazi; Mushtaq, Sheikh; Bhat, Abdul W.; Nawaz, Imtiyaz",2009,"Nosocomial sepsis-induced late onset thrombocytopenia in a neonatal tertiary care unit: a prospective study.",0,0,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","Chawla, Lakhmir S.; Seneff, Michael G.; Nelson, David R.; Williams, Mark; Levy, Howard; Kimmel, Paul L.; Macias, William L.",2007,"Elevated plasma concentrations of IL-6 and elevated APACHE II score predict acute kidney injury in patients with severe sepsis.",0,0,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","Chen, K. T.; Tuomala, R. E.; Cohen, A. P.; Eichenwald, E. C.; Lieberman, E.",2001,"No increase in rates of early-onset neonatal sepsis by non-group B Streptococcus  or ampicillin-resistant organisms.",0,0,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","Chen, Yu-Chun; Chang, Shih-Chieh; Pu, Christy; Tang, Gau-Jun",2013,"The impact of nationwide education program on clinical practice in sepsis care and mortality of severe sepsis: a population-based study in Taiwan.",1,1,1,NA,0,"Taiwan","ICD9",NA,NA,"NHIRD",996,1000000,NA,NA,NA,0,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,228,268,292,325,362,392,447,487,486,518,507,NA
"76","Cheng, Baoli; Xie, Guohao; Yao, ShangLong; Wu, Xinmin; Guo, Qulian; Gu, Miaoning; Fang, Qiang; Xu, Qiuping; Wang, Dongxin; Jin, Yuhong; Yuan, ShiYing; Wang, Junlu; Du, Zhaohui; Sun, Yunbo; Fang, XiangMing",2007,"Epidemiology of severe sepsis in critically ill surgical patients in ten university hospitals in China.",0,0,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","Chiang, Pei-Jung; Hsu, Jen-Fu; Tsai, Ming-Horng; Lien, Reyin; Chiang, Ming-Chou; Huang, Hsuan-Rong; Chiang, Chiao-Ching; Liang, Hwey-Fang; Chu, Shih-Ming",2012,"The impact of patent ductus arteriosus in neonates with late onset sepsis: a retrospective matched-case control study.",0,0,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","Chua, Doson; Tsang, Ruth S.; Kuo, I. Fan",2007,"The role of statin therapy in sepsis.",0,0,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","Cohen, Jonathan; Vincent, Jean-Louis; Adhikari, Neill K. J.; Machado, Flavia R.; Angus, Derek C.; Calandra, Thierry; Jaton, Katia; Giulieri, Stefano; Delaloye, Julie; Opal, Steven; Tracey, Kevin; van der Poll, Tom; Pelfrene, Eric",2015,"Sepsis: a roadmap for future research.",0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","Cohen-Wolkowiez, Michael; Moran, Cassandra; Benjamin, Daniel K.; Cotten, C. Michael; Clark, Reese H.; Benjamin, Daniel K. Jr; Smith, P. Brian",2009,"Early and late onset sepsis in late preterm infants.",0,0,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","Conboy, K.; Welage, L. S.; Walawander, C. A.; Duffy, L. C.; Welliver, R. C.; Zielezny, M. A.; DiPiro, J. T.; Raebel, M. A.; Grasela, T. H.",1995,"Sepsis syndrome and associated sequelae in patients at high risk for gram-negative sepsis.",0,0,NA,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","Cossey, Veerle; Vanhole, Chris; Eerdekens, An; Rayyan, Maissa; Fieuws, Steffen; Schuermans, Annette",2013,"Pasteurization of mother's own milk for preterm infants does not reduce the incidence of late-onset sepsis.",0,0,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","Cross, A. S.; Zierdt, C. H.; Roup, B.; Almazan, R.; Swan, J. C.",1983,"A hospital-wide outbreak of septicemia due to a few strains of Staphylococcus aureus.",0,0,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","Crystal, E.; Borer, A.; Gilad, J.; Haick, I.; Weber, G.; Alkan, M.; Riesenberg, K.; Schlaeffer, F.; Battler, A.; Ilia, R.; Gilutz, H.; Leor, J.",2000,"Incidence and clinical significance of bacteremia and sepsis among cardiac patients treated with intra-aortic balloon counterpulsation pump.",0,0,NA,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","Cumming, J.; Purdue, G. F.; Hunt, J. L.; O'Keefe, G. E.",2001,"Objective estimates of the incidence and consequences of multiple organ dysfunction and sepsis after burn trauma.",0,0,NA,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","Czupryna, Piotr; Garkowski, Adam; Moniuszko, Anna; Pancewicz, Slawomir; Ciemerych, Aleksandra; Zajkowska, Joanna",2013,"Patients with sepsis in infectious diseases department in years 1997-2010 - epidemiology and clinical features.",0,0,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","Daley, Andrew J.; Isaacs, David",2004,"Ten-year study on the effect of intrapartum antibiotic prophylaxis on early onset group B streptococcal and Escherichia coli neonatal sepsis in Australasia.",0,0,NA,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","Danai, Pajman A.; Moss, Marc; Mannino, David M.; Martin, Greg S.",2006,"The epidemiology of sepsis in patients with malignancy.",0,0,NA,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","Danai, Pajman A.; Sinha, Sumita; Moss, Marc; Haber, Michael J.; Martin, Greg S.",2007,"Seasonal variation in the epidemiology of sepsis.",1,0,0,18,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","Danese, Mark D.; Griffiths, Robert I.; Dylan, Michelle; Yu, Hsing-Ting; Dubois, Robert; Nissenson, Allen R.",2006,"Mortality differences among organisms causing septicemia in hemodialysis patients.",0,0,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","Davda, R. K.; Collins, K. A.; Kitchens, C. S.",1994,"Case report: fatal Staphylococcus aureus sepsis from single-donor platelet transfusion.",0,0,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
